review_status,corrected_doi,corrected_url,flags,feedstock_codes,citation,year,doi,url,peer_reviewed,source_ids,reviewer_notes
,,,,LODO_PRIMARIO,"Comparative study on hydrothermal treatment as pre- and post-treatment of anaerobic digestion of primary sludge: Focus on energy balance, resources transformation and sludge dewaterability",2019,10.1016/j.apenergy.2019.01.206,https://doi.org/10.1016/j.apenergy.2019.01.206,True,325,
,,,,LODO_PRIMARIO,Enhancing Methane Yield in Anaerobic Co-Digestion of Primary Sewage Sludge: A Comprehensive Review,2024,10.3390/waste2010002,https://doi.org/10.3390/waste2010002,True,326,
,,,,LODO_PRIMARIO,Anaerobic Digestion for Biogas Production from Municipal Sewage Sludge,2021,10.3390/w13243532,https://doi.org/10.3390/w13243532,True,327,
,,,,LODO_PRIMARIO,Enhanced anaerobic digestion of primary sludge with additives: Performance and mechanisms,2020,10.1016/j.biortech.2020.124403,https://doi.org/10.1016/j.biortech.2020.124403,True,328,
,,,,LODO_PRIMARIO,Optimization of thermal hydrolysis process for enhancing anaerobic digestion of sewage sludge,2020,10.1016/j.biortech.2020.124253,https://doi.org/10.1016/j.biortech.2020.124253,True,329,
,,,,LODO_PRIMARIO,Impact of primary treatment methods on sludge characteristics and digestibility,2023,10.1016/j.watres.2023.119769,https://doi.org/10.1016/j.watres.2023.119769,True,257,
,,,,LODO_PRIMARIO,Effect of mixed primary and secondary sludge for two-stage AD,2022,10.1016/j.biortech.2021.126186,https://doi.org/10.1016/j.biortech.2021.126186,True,260,
,,,,LODO_PRIMARIO,Anaerobic co-digestion of PS and fruit/vegetable fraction,2006,10.1016/j.renene.2005.10.002,https://doi.org/10.1016/j.renene.2005.10.002,True,262,
,,,,LODO_PRIMARIO,Anaerobic co-digestion pretreated by THP and food waste,2024,10.1080/09593330.2022.2118083,https://doi.org/10.1080/09593330.2022.2118083,True,263,
,,,,LODO_SECUNDARIO,Impact of low-thermal pretreatment on physico-chemical properties of saline waste activated sludge,2020,10.1016/j.biortech.2019.122423,https://doi.org/10.1016/j.biortech.2019.122423,True,331,
,,,,LODO_SECUNDARIO,Effect of temperature on biogas yield increase and formation of refractory COD during thermal hydrolysis of waste activated sludge,2020,10.1016/j.watres.2019.115383,https://doi.org/10.1016/j.watres.2019.115383,True,332,
,,,,LODO_SECUNDARIO,Biochemical Methane Potential Tests to Evaluate AD Enhancement by Thermal Hydrolysis Pretreatment: Mesophilic vs Thermophilic Conditions,2019,10.1007/s12155-019-10016-2,https://doi.org/10.1007/s12155-019-10016-2,True,333,
,,,,LODO_SECUNDARIO,Thermal hydrolysis of sewage sludge: Improvement in biogas generation and dewaterability,2024,10.1177/0734242X231193234,https://doi.org/10.1177/0734242X231193234,True,334,
,,,,LODO_SECUNDARIO,Efficiency of integrated electrooxidation and anaerobic digestion of waste activated sludge,2021,10.1186/s13068-021-01948-6,https://doi.org/10.1186/s13068-021-01948-6,True,335,
,,,,LODO_SECUNDARIO,Improvement of anaerobic digestion of mixed sludge using free nitrous acid and Fenton pre-treatment,2018,10.1186/s13068-018-1233-6,https://doi.org/10.1186/s13068-018-1233-6,True,336,
,,,,LODO_SECUNDARIO,Exploring the roles of and interactions among microbes in dry co-digestion of food waste and pig manure using high-throughput 16S rRNA gene amplicon sequencing,2019,10.1186/s13068-018-1344-0,https://doi.org/10.1186/s13068-018-1344-0,True,337,
,,,,LODO_SECUNDARIO,Solubilization of waste activated sludge by alkaline pretreatment and biochemical methane potential (BMP) tests for anaerobic co-digestion of municipal organic waste,2003,10.2166/wst.2003.0471,https://doi.org/10.2166/wst.2003.0471,True,339,
,,,,LODO_SECUNDARIO,Zero Valent Iron Significantly Enhances Methane Production from Waste Activated Sludge by Improving Biochemical Methane Potential Rather Than Hydrolysis Rate,2016,10.1038/srep19713,https://doi.org/10.1038/srep19713,True,340,
,,,,LODO_SECUNDARIO,Pretreatment methods to improve sludge anaerobic degradability: A review,2010,10.1016/j.jhazmat.2010.06.129,https://doi.org/10.1016/j.jhazmat.2010.06.129,True,341,
,,,,LODO_SECUNDARIO,Principles and potential of the anaerobic digestion of waste-activated sludge,2008,10.1016/j.pecs.2008.06.002,https://doi.org/10.1016/j.pecs.2008.06.002,True,343,
,,,,LODO_SECUNDARIO,Enhanced WAS digestion using submerged anaerobic dynamic membrane bioreactor,2016,10.1038/srep20111,https://doi.org/10.1038/srep20111,True,269,
,,,,LODO_SECUNDARIO,AD of sewage sludge for biogas & biohydrogen: State-of-art,2022,10.1016/j.fuel.2022.123745,https://doi.org/10.1016/j.fuel.2022.123745,True,270,
,,,,LODO_SECUNDARIO,Thermal hydrolysis: Improvement biogas & GWP prediction,2024,10.1177/0734242X231171044,https://doi.org/10.1177/0734242X231171044,True,271,
,,,,LODO_SECUNDARIO,Inhibitory impact of ammonia on THP sludge fed AD,2024,10.1002/wer.1509,https://doi.org/10.1002/wer.1509,True,272,
,,,,LODO_SECUNDARIO,Synergistic effect WAS and food waste mesophilic co-digestion,2019,10.1016/j.fuel.2019.115974,https://doi.org/10.1016/j.fuel.2019.115974,True,273,
,,,,LODO_SECUNDARIO,Anaerobic Co-Digestion with Food Waste,2022,10.3390/ijerph19179631,https://pmc.ncbi.nlm.nih.gov/articles/PMC9631406/,True,274,
,,,,LODO_SECUNDARIO,Bioenergy OFMSW and sewage sludge mesophilic co-digestion,2022,10.1016/j.renene.2021.10.066,https://doi.org/10.1016/j.renene.2021.10.066,True,275,
,,,,LODO_SECUNDARIO,Characterization and reutilization of lipids in sludges,2020,10.3390/su12083298,https://pmc.ncbi.nlm.nih.gov/articles/PMC7400647/,True,276,
,,,,LODO_SECUNDARIO,Kinetics of anaerobic treatment: A critical review,1991,10.1080/10643389109388405,https://doi.org/10.1080/10643389109388405,True,277,
,,,,PALHA,Rice straw and sugarcane bagasse as supporting co-substrates for anaerobic digestion of food waste,2024,10.1016/j.ref.2024.100581,https://www.sciencedirect.com/science/article/pii/S2590174525001813,True,106,
,,,,PALHA,Anaerobic mono-digestion of sugarcane trash and bagasse with and without pretreatment,2021,10.1016/j.wasman.2021.05.034,https://doi.org/10.1016/j.wasman.2021.05.034,True,142,
,,,,PALHA,"A systematic evaluation of biomethane production from sugarcane trash pretreated by liquid hot water, dilute acid and alkali solutions",2021,10.1016/j.biortech.2020.124453,https://doi.org/10.1016/j.biortech.2020.124453,True,143,
,,,,PALHA,Evaluation of the methane potential of different agricultural residues,2019,10.1016/j.renene.2019.04.008,https://doi.org/10.1016/j.renene.2019.04.008,True,147,
,,,,PALHA,Investigation on the Changes of Main Compositions and Biogas Production from Rice Straw,2009,10.1021/ef8007486,https://doi.org/10.1021/ef8007486,True,149,
,,,,PALHA,Agronomic and environmental implications of sugarcane straw removal: a major review,2017,10.1111/gcbb.12410,https://doi.org/10.1111/gcbb.12410,True,154,
,,,,PALHA,Anaerobic Co-digestion of Rice Straw and Pig Manure: Kinetic Modeling,2021,10.3389/fbioe.2020.579405,https://doi.org/10.3389/fbioe.2020.579405,True,157,
,,,,PALHA,Comprehensive assessment of sugarcane straw: implications for biomass and bioenergy production,2020,10.1002/bbb.1760,https://doi.org/10.1002/bbb.1760,True,160,
,,,,PALHA,Anaerobic treatment of sugarcane bagasse: An opportunity for rural biogas generation,2023,10.1016/j.scp.2023.100856,https://doi.org/10.1016/j.scp.2023.100856,True,162,
,,,,PALHA,Anaerobic Co-Digestion of Cow Manure and Sugarcane Bagasse for Biogas Production,2022,10.21608/ejchem.2022.250334,https://journals.ekb.eg/article_250334.html,True,166,
,,,,PALHA,Dynamic model of anaerobic digestion of lignocellulosic biomass,,10.1016/j.biortech.2013.08.064,https://doi.org/10.1016/j.biortech.2013.08.064,True,11,
,,,,PALHA,Optimization of semi-continuous anaerobic digestion of sugarcane straw co-digested with filter cake: effects of macronutrients supplementation on conversion kinetics,2017,10.1016/j.biortech.2017.08.084,https://doi.org/10.1016/j.biortech.2017.08.084,True,244,
,,,,PALHA_MILHO,Evaluation and modelling of methane production from corn stover pretreated with various physicochemical techniques,2022,10.1177/0734242X211038185,https://doi.org/10.1177/0734242X211038185,True,229,
,,,,PALHA_MILHO,Two-stage thermophilic anaerobic co-digestion of corn stover and cattle manure to enhance biomethane production,2019,10.1080/10934529.2018.1544802,https://doi.org/10.1080/10934529.2018.1544802,True,230,
,,,,PALHA_MILHO,"Evaluating Methane Production from Anaerobic Mono- and Co-digestion of Kitchen Waste, Corn Stover, and Chicken Manure",2013,10.1021/ef400117f,https://doi.org/10.1021/ef400117f,True,231,
,,,,PALHA_MILHO,Improving Biomethane Production and Mass Bioconversion of Corn Stover Anaerobic Digestion by Adding NaOH Pretreatment and Trace Elements,2015,10.1016/j.biortech.2015.04.067,https://doi.org/10.1016/j.biortech.2015.04.067,True,232,
,,,,PALHA_SOJA,Biogas production from lignocellulosic agricultural crop residues: A review,2018,10.1002/ep.12782,https://doi.org/10.1002/ep.12782,True,380,
,,,,PALHA_SOJA,Soybean straw nanocellulose produced by enzymatic or acid treatment,2017,10.1016/j.carbpol.2016.10.013,https://doi.org/10.1016/j.carbpol.2016.10.013,True,381,
,,,,PALHA_SOJA,Biohydrogen production from lignocellulosic materials,2012,10.1016/j.ijhydene.2012.06.107,https://doi.org/10.1016/j.ijhydene.2012.06.107,True,382,
,,,,POLPA_CAFE,Anaerobic biodegradation of coffee pulp,,10.1016/j.jenvman.2013.06.038,https://doi.org/10.1016/j.jenvman.2013.06.038,True,5,
,,,,POLPA_CAFE,Effect of chemical and biological additives on production and composition of methane from coffee pulp silage,2023,10.1038/s41598-023-39163-w,https://www.nature.com/articles/s41598-023-39163-w,True,65,
,,,,POLPA_CAFE,Prospecção tecnológica do aproveitamento dos resíduos da cafeicultura,2021,10.1590/S1516-35982009000200022,https://pantheon.ufrj.br/bitstream/11422/15468/1/LMAlmeida.pdf,True,67,
,,,,SABUGO,Maize cob waste pre-treatments to enhance biogas production through co-anaerobic digestion with OFMSW,2018,10.1016/j.wasman.2017.11.004,https://doi.org/10.1016/j.wasman.2017.11.004,True,222,
,,,,SABUGO,Corn Cob as a Potential Feedstock for Slow Pyrolysis of Biomass,2016,10.21315/jps2016.27.2.7,https://doi.org/10.21315/jps2016.27.2.7,True,224,
,,,,SABUGO,"Optimization of biogas yield from anaerobic co-digestion of corn chaff, cow dung and poultry droppings using central composite design",2021,10.1016/j.btre.2021.e00677,https://doi.org/10.1016/j.btre.2021.e00677,True,225,
,,,,SABUGO,Digestion of Corn Cobs and Cow Manure with Microwave Pretreatment,2019,10.21608/jssae.2019.43174,https://doi.org/10.21608/jssae.2019.43174,True,226,
,,,,SANGUE,Treatment of slaughterhouse blood waste using two-stage anaerobic digesters,2018,10.1016/j.biortech.2018.02.034,https://www.osti.gov/servlets/purl/1613259,True,22,
,,,,SANGUE,Biogas production from poultry slaughterhouse effluent via anaerobic processes,2021,10.1016/j.envpol.2020.116073,https://repositorio.ufc.br/bitstream/riufc/71189/1/2021_art_nwsmorais.pdf,True,25,
,,,,SANGUE,Anaerobic Digestion of Blood: A Review,2021,10.3390/en14185666,https://www.mdpi.com/1996-1073/14/18/5666,True,361,
,,,,SANGUE,Two-stage AD of slaughterhouse waste,2018,10.1016/j.renene.2018.03.076,ScienceDirect,True,362,
,,,,SANGUE,AD of solid slaughterhouse waste,2008,10.1016/j.bej.2007.11.019,ScienceDirect,True,364,
,,,,SANGUE,Feasibility of anaerobic co-digestion of poultry blood with maize residues,2010,10.1016/j.biortech.2013.06.129,https://www.sciencedirect.com/science/article/pii/S0960852413010638,True,365,
,,,,SANGUE,"Volatile fatty acids: Key metabolites for the valorization of waste biomass through membrane-based downstream processes (Capson-Tojo et al., 2020)",2021,10.1016/j.rser.2019.109487,https://www.sciencedirect.com/science/article/pii/S1364032119307476,True,367,
,,,,SANGUE,Recovery of Biogas from Livestock Blood Waste,2024,10.3390/en17235873,https://www.mdpi.com/1996-1073/17/23/5873,True,368,
,,,,SORO_QUEIJO,Anaerobic digestion of cheese whey,,10.1016/j.wasman.2017.09.026,https://doi.org/10.1016/j.wasman.2017.09.026,True,9;353,
,,,,SORO_QUEIJO,Optimisation of whey permeate anaerobic digestion at different inoculum to substrate ratios and initial pH values under mesophilic conditions,2025,10.1080/14786451.2025.2505444,https://centaur.reading.ac.uk/123302/1/GSOL_A_2505444_O.pdf,True,84,
,,,,SORO_QUEIJO,Potencial bioquímico de biogás e metano (PBB e PBM) de resíduos agroindustriais e urbanos,2024,10.1590/S1516-35982012001100007,https://www.ibeas.org.br/conresol/conresol2025/XII-013.pdf,True,85,
,,,,SORO_QUEIJO,Produção de biogás por digestão anaeróbia do soro de leite,2016,10.19084/RCA15087,https://revistas.rcaap.pt/index.php/rca/article/view/16405,True,87,
,,,,SORO_QUEIJO,Mesophilic AD of cheese whey,2024,10.1016/j.heliyon.2025.e27539,ScienceDirect/Heliyon,True,351;360,
,,,,SORO_QUEIJO,A comprehensive evaluation of cheese whey to produce biogas in the Canary Islands,2024,10.1016/j.biombioe.2023.107008,https://www.sciencedirect.com/science/article/pii/S0961953423003070,True,352,
,,,,SORO_QUEIJO,Cheese whey management: A review,2012,10.1016/j.jenvman.2012.05.018,ScienceDirect,True,354,
,,,,SORO_QUEIJO,Acidification prevention strategies in anaerobic digestion of cheese whey - COMPILATION,2024,10.1016/j.heliyon.2024.e26476,https://www.sciencedirect.com/science/article/pii/S2405844024025076,True,355,
,,,,SORO_QUEIJO,"Biotechnological Uses of Whey: A Review (Chatzipaschali & Stamatis, 2012)",2020,10.3390/en5093492,https://www.mdpi.com/1996-1073/5/9/3492,True,356,
,,,,SORO_QUEIJO,"High-load anaerobic co-digestion of cheese whey and liquid fraction of dairy manure in a one-stage UASB process (Rico et al., 2015)",2022,10.1016/j.biortech.2015.04.032,https://www.sciencedirect.com/science/article/pii/S0960852415005891,True,357,
,,,,SORO_QUEIJO,Got Whey? Sustainability Endpoints for the Dairy Industry through Resource Biorecovery,,10.3390/fermentation9100897,UNICAMP repository,True,358,
,,,,SORO_QUEIJO,Aplicações biotecnológicas do soro de queijo: produção de células íntegras com atividade lipolítica e geração de biogás,,10.11606/D.97.2019.tde-05082021-165449,https://www.teses.usp.br/teses/disponiveis/97/97139/tde-05082021-165449/,True,359,
,,,,TORTA_FILTRO,Improved methane production from sugarcane vinasse with filter cake in thermophilic UASB reactors,2017,10.1016/j.apenergy.2017.10.021,https://doi.org/10.1016/j.apenergy.2017.10.021,True,186,
,,,,TORTA_FILTRO,Anaerobic co-digestion of biogas effluent and sugarcane filter cake: mixture design optimization,2022,10.1007/s13399-021-02193-3,https://doi.org/10.1007/s13399-021-02193-3,True,188,
,,,,TORTA_FILTRO,Press mud and bagasse from sugar mill: Cumulative effect of anaerobic co-digestion with pre-treatment,2022,10.1016/j.biombioe.2022.106557,https://doi.org/10.1016/j.biombioe.2022.106557,True,189,
,,,,TORTA_FILTRO,Thermophilic two-phase anaerobic digestion using an innovative fixed-bed reactor for enhanced organic matter removal,2017,10.3389/fbioe.2017.00074,https://doi.org/10.3389/fbioe.2017.00074,True,192,
,,,,TORTA_FILTRO,"Co-digestion of filter cake, biogas effluent and anaerobic sludge: Two-stage for enhanced biohydrogen and biomethane",2024,10.1016/j.bej.2024.109149,https://doi.org/10.1016/j.bej.2024.109149,True,194,
,,,,TORTA_FILTRO,Synergistic effect of sugarcane scum as an accelerant co-substrate on biomethane production,2020,10.1016/j.biombioe.2020.105659,https://doi.org/10.1016/j.biombioe.2020.105659,True,197,
,,,,TORTA_FILTRO,Combined biogas and bioethanol production from lignocellulosic waste: Process integration and synergies,2020,10.1016/j.scitotenv.2019.135984,https://doi.org/10.1016/j.scitotenv.2019.135984,True,199,
,,,,TORTA_FILTRO,Biogas production from sugarcane waste: Assessment on kinetic challenges for process designing,2015,10.3390/ijms161020685,https://www.mdpi.com/1422-0067/16/9/20685,True,2,
,,,,VAGEM_SOJA,Influence of chemical composition on biochemical methane potential of fruit and vegetable waste,2017,10.1016/j.wasman.2017.05.030,https://www.sciencedirect.com/science/article/abs/pii/S0956053X17303574,True,91,
,,,,VAGEM_SOJA,Biogas production from agricultural residues: Composition effects,2015,10.1016/j.biombioe.2014.11.025,https://doi.org/10.1016/j.biombioe.2014.11.025,True,395,
,,,,VAGEM_SOJA,Evaluation of lignocellulosic biomass from soybean cultivation,2019,10.1016/j.renene.2018.08.048,https://doi.org/10.1016/j.renene.2018.08.048,True,396,
,,,,VINHACA,Biomethane production from vinasse in upflow anaerobic sludge blanket reactors inoculated with granular sludge,2016,10.1016/j.bjm.2016.01.002,https://www.scielo.br/j/bjm/a/jbRQ3rjyHN3F73NcWM6cdxM/?lang=en,True,167,
,,,,VINHACA,Technological strategies for managing sugarcane vinasse in biogas and biohydrogen production: Challenges and opportunities for integration,2023,10.1016/j.renene.2023.119XXX,https://www.sciencedirect.com/science/article/abs/pii/S0196890423009494,True,168,
,,,,VINHACA,Bioconversion of Sugarcane Vinasse into High-Added Value Products and Energy,2017,10.1155/2017/8986165,https://onlinelibrary.wiley.com/doi/10.1155/2017/8986165,True,169,
,,,,VINHACA,Effect of Fe Addition on Anaerobic Digestion Process in Treating Vinasse: Experimental and Kinetic Studies,2023,10.3311/PPch.20611,https://pp.bme.hu/ch/article/view/20611,True,173,
,,,,VINHACA,Modelling of an EGSB treating sugarcane vinasse using first-order variable kinetics,2011,10.2166/wst.2011.768,https://pubmed.ncbi.nlm.nih.gov/22105132/,True,174,
,,,,VINHACA,Kinetics of thermophilic acidogenesis of typical Brazilian sugarcane vinasse,2016,10.1016/j.energy.2016.11.093,https://www.sciencedirect.com/science/article/abs/pii/S0360544216314773,True,175,
,,,,VINHACA,Biogas Production from Sugarcane Waste: Assessment on Kinetic Challenges for Process Designing,2015,10.3390/ijms16092385,https://doi.org/10.3390/ijms16092385,True,176,
,,,,VINHACA,Feasibility of biohydrogen production by co-digestion of vinasse and molasses in AnSBBR,2016,10.1590/0104-6632.20160333s20150060,https://www.scielo.br/j/bjce/a/yktRgQms67fgWNPfw5vwDdH/?lang=en,True,180,
,,,,VINHACA,Produção de Biogás a Partir da Vinhaça,2021,10.3390/su14127016,https://repositorio.ufpb.br/jspui/bitstream/123456789/24319/1/SSB14122021.pdf,True,44;46,
,,,,VINHACA,Anaerobic biodigestion of sugarcane vinasse under mesophilic and thermophilic conditions using manure as seed inoculum,2016,10.4136/ambi-agua.1898,https://www.scielo.br/j/ambiagua/a/VV4jWQVd5Mcvk4RtDJPvjSs/,True,97,
,,,,VISCERAS,Biochemical methane potential of raw and pre-treated meat-processing wastes,2013,10.1016/j.biortech.2012.12.110,https://www.sciencedirect.com/science/article/abs/pii/S0960852412017786,True,26,
,,,,VISCERAS,Complex network analysis of slaughterhouse waste anaerobic digestion: From failure to success of long-term operation,2022,10.1016/j.biortech.2022.127548,https://www.sciencedirect.com/science/article/abs/pii/S0960852422010021,True,27,
,,,,VISCERAS,Methane production from slaughterhouse animal fat waste using a pilot-scale thermophilic anaerobic digester,2025,10.1007/s13399-022-02745-9,https://www.tandfonline.com/doi/full/10.1080/17597269.2025.2528315,True,30,
,,,,VISCERAS,Biogas from cattle slaughterhouse waste,2016,10.1016/j.wasman.2015.10.013,https://www.sciencedirect.com/science/article/pii/S0960148116304785,True,374,
,,,,VISCERAS,Modelling methane production kinetics of complex poultry slaughterhouse wastes using sigmoidal growth functions,2017,10.1016/j.renene.2016.11.045,https://www.sciencedirect.com/science/article/pii/S0960148116310291,True,375,
,,,,VISCERAS,"Biochemical Methane Potential of Swine Slaughter Waste, Swine Slurry, and Its Codigestion Effect",2021,10.3390/en14217103,https://www.mdpi.com/1996-1073/14/21/7103,True,376,
,,,,VISCERAS,Co-digestion of pig slaughterhouse waste,2015,10.1016/j.wasman.2015.03.021,ScienceDirect,True,377,
